	SZAXPI003409-8	SZAXPI003410-3	SZAXPI003411-6	SZAXPI003412-1	SZAXPI003413-4	SZAXPI003414-3	SZAXPI003415-12	SZAXPI003416-4	SZAXPI003417-4	SZAXPI003418-8	SZAXPI003419-6	SZAXPI003420-4	SZAXPI003421-5	SZAXPI003422-11	SZAXPI003423-8	SZAXPI003424-12	SZAXPI003425-1	SZAXPI003426-11	SZAXPI003427-1	SZAXPI003428-6	SZAXPI003429-3	SZAXPI003430-5	SZAXPI003431-1	SZAXPI003432-12	SZAXPI003433-7	SZAXPI003434-7	SZAXPI003435-11	SZAXPI003436-7	SZAXPI003437-3	SZAXPI015209-133	SZAXPI015210-17	SZAXPI015211-166	SZAXPI015212-113	SZAXPI015213-15	SZAXPI015214-19	SZAXPI015215-20	SZAXPI015216-169	SZAXPI015217-140	SZAXPI015218-16	SZAXPI015219-129	SZAXPI015220-136	SZAXPI015221-142	SZAXPI015222-123	SZAXPI015223-158	SZAXPI015224-13	SZAXPI015225-18	SZAXPI015226-14	SZAXPI015227-13	SZAXPI015228-14	SZAXPI015229-15	SZAXPI015230-16	SZAXPI015231-17	SZAXPI015232-18	SZAXPI015233-19	SZAXPI015234-20	SZAXPI015235-21	SZAXPI015237-23	SZAXPI015238-24	SZAXPI015239-25	SZAXPI015240-26	SZAXPI015241-27	SZAXPI015242-30	SZAXPI015243-31	SZAXPI015244-32	SZAXPI015245-33	SZAXPI015246-34	SZAXPI015247-35	SZAXPI015248-36	SZAXPI015249-37	SZAXPI015250-39	SZAXPI015251-41	SZAXPI015252-43	SZAXPI015253-44	SZAXPI015254-45	SZAXPI015255-46	SZAXPI015256-47	SZAXPI015257-56	SZAXPI015258-57	SZAXPI015259-62	SZAXPI015260-74	SZAXPI015261-75	SZAXPI015262-79	SZAXPI015263-84	SZAXPI015264-87	SZAXPI015265-88	SZAXPI015266-89	SZAXPI015267-102	SZAXPI015268-109	SZAXPI015269-94	SZAXPI015270-90	SZAXPI015271-93	SZAXPI015272-108	SZAXPI015273-95	SZAXPI015274-111	SZAXPI017451-16	SZAXPI017452-17	SZAXPI017453-19	SZAXPI017454-20	SZAXPI017455-21	SZAXPI017456-23	SZAXPI017457-24	SZAXPI017458-25	SZAXPI017459-26	SZAXPI017460-27	SZAXPI017461-32	SZAXPI017462-33	SZAXPI017463-36	SZAXPI017464-37	SZAXPI017465-43	SZAXPI017466-84	SZAXPI017467-87	SZAXPI017468-88	SZAXPI017580-90	SZAXPI017581-93	SZAXPI017582-94	SZAXPI017583-102	SZAXPI017584-108	SZAXPI017585-109	SZAXPI017586-111	SZAXPI017587-113	SZAXPI017588-123	SZAXPI017589-133	SZAXPI017590-136	SZAXPI017591-140	SZAXPI017592-142	SZAXPI017593-158	SZAXPI017594-166	SZAXPI017595-169
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidales_noname|g__Bacteroidales_noname	0.10234	0	0.10041	0.02669	0.23022	0	0	0	0	0	0	0.14419	0.36585	0	0	0	0	0	0	0	0	0	0.4562	0	0	0	0	0.74966	0	0	0	0	0	0.01499	0	0.10675	0	1.88555	0.03991	0	0.00036	0	0.03263	0.17416	0.00543	1.17283	0.01293	0.13997	0	0	0.37882	0	0	0	0	0.19411	0	0.05458	0	0	0.2324	0.21415	0	0.02916	0.20936	0	0	0.00085	0	0	1.79932	0.02227	0	0	0.02915	0.03103	0	0.21342	0	0	1.94313	2.65093	0.77034	0.41133	0	0	0	0.67779	0.21527	0.17368	0.15844	0.64231	0.00369	0	0	0	0.70127	0.02866	0	0	0.54014	0	0	0	0	0.03559	0	1.5872	0	0.89798	0	0.00973	0	0.00954	0	0	0.17053	0	0.46996	0	0.21372	0	0	0.00086	0.00116	0.63486	0.1932	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Oscillospiraceae|g__Oscillibacter	0.07342	0.22552	0.04369	0.0464	0.26634	0.00612	0.01945	0.00039	0.38363	0.01449	0.00066	0.14474	0.54643	0.07296	0.3458	0.04705	0.08482	0.09541	0.00211	0	0.00954	0	0.35328	0.02574	1.81543	0.85246	0.13467	4.43368	0	1.31615	0.02655	1.53972	0.00075	0.04107	0.01769	0.23012	2.08829	0.05025	0.04955	0	0.0764	0.58431	0.39006	0.15189	0.1476	0.03002	0.3361	0.1132	0	0	0.38812	0.02287	0	0.10313	0.28387	0.10866	0.00288	0.01141	0	0.34364	0.35404	0.05418	0.25006	0.28314	0.05171	0.07777	0.66525	0.04157	0.11136	0.10195	0.92075	0.09262	0.1033	0.00154	0.01826	0.16446	0.24306	0.08126	0.1857	0.00589	0.48135	1.38719	0.05985	0.29288	0.04427	0.00238	0.20326	0.16568	0.22424	0.21736	0.37142	0.14479	0.00649	0.00582	0	0.72632	0.51203	0.21469	0.00626	0.10167	0.38039	0.06704	0.05507	3.81802	0.38414	0.37572	2.00012	1.0784	0.4621	0.20955	0.12541	0.0212	0.89968	0.57279	0.0036	0.9993	1.06608	0.00454	0.36399	0	0.02365	1.63544	0.04321	0.0189	0.13364	0.79413	0.23588	0.03337
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales|f__Veillonellaceae|g__Veillonella	0.07293	0.46107	0.00351	0.00234	0.02287	0.00895	0.02475	0.05082	0	1.60518	0.03767	0.04912	0.05178	0.01489	3.58261	0.13825	0.01724	8e-05	0.04064	4.8963	0.25754	0.55666	0.0051	0.00489	0.04517	0.02118	0.00183	0.00115	0.16978	0.04107	1.32918	0.00405	4.3858	2.76473	0.02063	0.02338	0	0.00032	0.03196	0.11635	0.23933	0.08338	0.00658	0	0.58241	0	2.67596	0.01252	1.8969	0.18128	0.06367	0.11262	0.12913	0.01173	0.00221	2.39941	0.24517	0.03044	0.0156	0.00267	0.03782	0.00973	0.08843	0.01214	0.21406	0.53073	1.49434	0.02047	0.04503	0.00012	0.19849	0.67532	0.01124	0.01491	0.10895	0	0.02484	7.477	7.26219	0.5839	0.02576	0.01489	0.01099	0.00176	0.13092	0.51239	0.21481	0.08061	0.04501	0.01713	2.41917	6e-04	2.21058	0.36041	3.41504	0.2798	0.01469	0.05084	3.12105	0.31063	0.04158	2.48681	0.01644	0.00846	1.28533	0.32549	0.02726	0.01508	0	0	1.5464	0	0.00089	0	0.21977	0.05713	0.01986	0.44859	0.46	7.01373	0.31277	0.24687	0.00345	0.01397	0.00517	0.03215	0.00202	0.051
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Anaerotruncus	0.03835	0.12042	0.02408	0.08584	0.08792	0.00597	0	0.00492	0.01672	0.20854	0.00519	0.07984	0.06583	0.30177	0.06521	0.06281	0.0491	0.02943	0.00113	0.00278	0.01028	0	0.03813	0.00462	1.51544	0.10977	0.13637	0.24443	0.0142	0.00014	0.00714	0.04265	0.00359	0.00764	0.41991	0.02991	0.39001	0.05024	0.31674	0	0	0.33101	0.02061	0.0477	0.02802	0.1704	0.1831	0.07192	0	0.00285	0.05948	0.00427	0.01129	0	0.20833	0.00759	0	0.00411	0	0.02915	0.06858	0	0.04197	0.01212	0	0.04625	0.14168	0.05527	0.01338	0.04698	0.03354	0.0077	0.12312	0.04341	0.0238	0.01523	0	0.01545	0.00583	0	0.05995	0.09865	0.05299	0.0288	0.00763	0.03928	0.05739	0.0581	0.0335	0.01067	0.12473	0.02505	0.00357	0	0	0.00774	0.21823	0.01972	0.0057	0.02966	0.10267	0.01599	0	0.50465	0.09607	0.02817	0.68486	0.07762	0.16514	0.04068	3e-04	0.06932	0.04146	0.06441	0	0.01412	0.07915	0.2683	0.03714	0.03921	0.03143	0	0	0	0.14485	0.04389	0.00911	0.22373
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Holdemania	0.03174	0.04401	0.14728	0.13739	0	0	0	0	0.02809	0	0	0.01808	0.07474	0.31754	0.21079	0.04378	0	0.06143	0.0306	0.10735	0	0	0.03477	0	0	0.63842	0.40144	0.07494	0.59219	0.04283	0.00039	0.89092	0.01895	0.121	0.03593	0.05623	0.13597	0.06038	0.08832	0	0	0	0.01912	0.03402	0.00153	0.36979	0.07172	0.05725	0.01097	0	0.14957	0.04008	0	0	0.3537	0.01977	0	0.02749	0	0.17935	0.17619	0.02917	0.02147	0.02129	0.01209	0	0.19378	0.06876	0.01076	0.09618	0.21205	0.06268	0.58617	0.26508	0.00237	0.07664	0.05767	0.09053	0	0	0.01888	0.05975	0.02293	0.06879	0.13797	0	0.14778	0.02547	0.07354	0.03628	1.26833	0.00407	0.06525	0	0	1.04686	0.25189	0.05953	0.12279	0.79503	0.03418	0.03707	0	0.19805	0	0.03656	0.40866	0	0	0.04033	0.00952	0	0.11238	0.28231	0	0.08178	0.42866	0.36476	0.03642	0	0.20002	0.14837	0.04841	0.1781	0	0.02214	0.06234	0.1692
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Dermatophilaceae|g__Dermatophilaceae_unclassified	0.0273	0	0.004	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00634	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Anaerostipes	0.0236	0.00195	0.02843	0.15594	0.00221	0.00808	0.05872	0	0	0	0.01912	0.00224	0.00509	3e-04	0.05163	0.06343	0.00759	0.0014	0.00915	0	0.00467	0.04941	0	0.00065	0.0431	0.23839	0.01564	0.00185	0.00032	0	1.01833	0.00288	0.03316	0.00484	0.05723	0.00752	0.27952	0.00502	0.01602	0.04542	0	0.06224	0.00336	0.03158	0.23078	0.04315	0	0.00096	0.00531	0.00107	0.03042	0.00561	0.03461	0.12292	0.06543	0	0	0.00161	0.02345	0.01855	0.0024	0.03757	0.01397	0.00546	0.00745	0.35631	0.00885	0.0831	0.00661	0.05405	0.16158	0.0108	0.07084	0.01099	0.00435	0.00075	0.0366	0.47156	0.00163	0.1669	0.06662	0.01304	0.01722	0	0.21162	0.03136	0.00087	0.02087	0.11734	0.01953	0	0.02448	0.01031	0.00207	0	0.03434	0.05007	0.00151	0.2071	0.14158	0.00535	0.02615	1.11575	0.10026	0.00174	0.00308	0.01041	0.00517	0.01613	0.00507	0.00171	0.01515	0.07583	0.0077	0	0.00203	0	0.04001	0.01633	0.06234	0.0041	0.03849	0.00346	0.31271	0.01123	0	0.14856	0.02323
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Enterococcaceae|g__Enterococcus	0.02069	0	0	0	0	0	1.21247	0.00277	0	0	0	0	0.00226	0	0	0	0	0.11004	0.00699	0.00011	0	0	0	0	0	0.04328	0	0	0.01011	0	0	0.08533	0	0	0	0	0	0	0	0	0	0	0	0	0.01161	0	0.01019	0.01735	0.20796	0	0	0	0	0	0	0	0	0	0	0	0.02259	0	0	0	0	0	0	0.01045	0.00146	0	0	0.02149	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.09773	0.00078	0	0	0	0	0.01496	0	0.15169	0.00423	0	0	0.01066	0	0	0	0.00676	0	0	0	0	0	0.00289	0.00779	0	0	0	0.01725	0	0	0	0	0	0.18323	0	0.01897	0.01367	0	0.00685	0.00456	0.00231	1.83159
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacteriales|f__Enterobacteriaceae|g__Pantoea	0.01975	0	0	0	0	0.00432	0.02141	0.00898	0.07376	0.03727	0	0	0.00393	0.00537	0	0	0.00356	0.02153	0.00518	0.00229	0	0	0	0.14478	0	0.00461	0	0	0.01709	0	0	0	0.05253	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.10818	0	0	0	0	0.0089	0	0.00611	0.03116	0	0	0.01311	0	0.05612	0	0	0	0	0	0	0	0	0	0	0	0.02454	0	0	0	0	0.03204	0	0	0	0	0	0	0.06434	0	0	0	0	0	0	0.01265	0.02759	0	0.01243	0.00391	0	0.01147	0	0	0	0	0	0	0	0	0.00508	0	0	0	0	0	0	0	0	0	0	0.01912	0.00457	0	0.02639	0	0	0	0	0.00347
k__Bacteria|p__Candidatus_Saccharibacteria|c__Candidatus_Saccharibacteria_noname|o__Candidatus_Saccharibacteria_noname|f__Candidatus_Saccharibacteria_noname|g__Candidatus_Saccharibacteria_noname	0.01427	0.02315	0.00084	0.00513	0	0.00134	0	0.00858	0	0	0	0	0.00013	0.10002	0	0.14887	0.00812	0	0.01733	0	0	0.0132	0	0.01321	0.02163	0	0.04043	8e-04	0.16833	9e-04	0.03423	0	0.02478	0	0	0	0	0	0.04665	0.0342	0	0.00056	0	0.00129	0.01042	0.00408	0	0.00184	0.02927	0.01773	0.00284	0	0.0031	0.01517	0.00297	0	0.01736	0.00882	0.03601	0.0193	0.00333	0	0	0.00674	0	0.02816	0	0.00239	0	0.01808	0.02066	0	0.01722	0	0	0	0.00929	0	0.00176	0	0	0	0	0	0.00784	0	0	0	0	0	0	0	0.00458	0	0.00452	0	0.00374	0	0.00244	0	0	0.00182	0	0	0	0.02222	0	0	0	0	0	0	0	0	0.00136	0	0	0	0.00352	0.00331	0	0	0	0	0.02322	0	0	0.00311
k__Bacteria|p__Fusobacteria|c__Fusobacteriia|o__Fusobacteriales|f__Leptotrichiaceae|g__Leptotrichiaceae_unclassified	0.01424	0.0127	0	0	0.00291	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00196	0	0	0	0	0	0	0	0	0	0.00128	0	0	0	0	0.00746	0.11145	0	0	0	0	0	0	0	0	0	0.02878	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00281	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0174	0	0	0	0	0	0	0	0	0.02158	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Fusobacteria|c__Fusobacteriia|o__Fusobacteriales|f__Leptotrichiaceae|g__Leptotrichia	0.01197	0.00471	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.26325	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00128	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00179	0.02055	0	0	0	0	0	0	0	0	0	0	0	0	0	0.03011	0	0	0	0	0	0	0.00022	0	0.02952	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Erysipelotrichaceae_noname	0.01045	0.14451	0.04104	2.30142	0.01804	0.06215	0.0221	0.13486	0	0.57272	0	0.10345	0.43468	0.01337	0.29859	0.47509	0.15007	0.00571	0.23702	0.02742	0.00477	0	0.01119	0.00822	0.21443	0.04524	5.36232	0.48858	0.08387	0.02382	0.01115	0.06911	0.04058	0.00027	0.20049	0.91777	0.03762	0.035	0.02394	0.06886	0.19844	0.0409	0.00187	1.51336	0.02897	0.06447	0.10623	1.14277	0.02379	0.01031	4.45	0.54872	0.3805	0.03078	0.00703	0.42086	0.67536	0.00025	0	0.36955	0.03302	0.96172	0.0046	1.75672	0.56229	0.06113	0.03632	0.96839	0.04467	7.98776	0.01065	0.88466	0.21244	0.14245	0.00079	0.00834	0.22004	4.50843	0.155	0.01461	0	0.02561	1.10207	0.62457	0.00234	0.09846	0.00195	0.00655	1.45948	0.00153	5.28833	0.00353	0.00423	0.0152	0.32043	0.04218	1.12105	0.01612	0.42742	0.14039	0.00261	0.07029	0.0922	0.21513	0.41431	0.00081	0.07446	0.1015	0.04312	0.03079	0.00103	0	0.04452	10.64796	0.46787	0.21196	0.00746	0	0.02765	0.04735	0.28097	0.00082	1.58729	0	0.31681	0.14909	0.0026	0.18448
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacteriales|f__Enterobacteriaceae|g__Morganella	0.00907	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00156	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01671	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.28891	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00035	0.78819
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Coriobacteriales|f__Coriobacteriaceae|g__Olsenella	0.00841	0	0.05731	0.00116	0	0	0.01629	0	0	0	0	0.00627	0	0.00294	0	0.00368	0	0	0	0	0	0	0.00034	0.00053	0	0	0.00542	0.00353	0.00305	0	0.00112	0.00126	0	0	0	0.00089	0.00047	0	0.01057	0	0.0125	0	0	0.00171	0.01825	0.01	0	0.0085	0.00033	0	0	0	0	0	6e-04	0	0	0	0	0	0.0018	0	0	0.02593	0	0	5e-04	0.00122	0.11409	0.00188	0	0.02338	0	0.02373	0	0	0.00176	0.00438	0	0.00118	0	0	0.02986	0	0	0	0	0	0.00494	0	0	0	0	0	0	0	4e-04	0.00014	0.09645	0.02811	0	0.00312	0	0	0	0	0.00054	0	0	0.08236	0.00302	0	0	0.01195	0	0	0	0	0	0	0	0	0.00913	0	0.00749	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Eubacteriaceae|g__Anaerofustis	0.00743	0	0	0.04262	0	0	0	0	0	0	0	0	0	0	0	0.02818	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00385	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0104	0	0	0	0	0	0	0	0	0	0	0.00247	0	0	0	0	0	0	0	0	0	0.00111
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales|f__Veillonellaceae|g__Mitsuokella	0.00681	0	0.10459	0.00335	0.00482	0	0.0059	0.00647	0	0	0.00417	0.00399	0.0244	0.00311	0	0.00906	0.00245	0	0	0.00133	0.00809	0.01268	0	0	0	0.01589	0.00955	0.01919	0.00589	0.00258	0.0261	0.04972	0.00277	0	0	0.00335	0.01293	0	0	0	0.5042	0.00372	0	0	0.00776	0	0	0	0.00338	0	0	0	0	0.01081	0.00613	0	0	0.0025	0.63169	0.02638	0.01355	0.95869	0	0.29338	0	0.00383	0.00587	0.02078	2.35633	0.00578	0	0.00398	0	0.01162	0.01269	0.00263	0.01766	0.01236	0	0.00276	0.01278	0	4.17795	0	0.00487	0	0	0.01447	0.00595	0.00429	0	0	0	0	0	0	0	0.00113	0.3564	0	0.02663	0.23701	0	0	0	0.01773	0.00566	0	0.007	0	0.01757	0	0	0.00997	0	0	0	0.00838	0	0	0.0063	0.00648	0	0.00669	0	1.73676	0.16667	0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Coriobacteriales|f__Coriobacteriaceae|g__Gordonibacter	0.00519	0.16957	0.00244	0.00786	0.17953	0	0.22432	0	0.00345	0	0	0	0	0.06292	0	0.35649	0	0.02022	0.00018	0	0	0	0	0	0.07194	0	0.14237	0	0	0	0	0.05123	0.00103	0.02603	0	0	0.10889	0	0	0	0	0.04388	0	0.00281	0	0	0.00272	0.01577	0	0	0.0908	0	0	0	0.70695	0.00367	0	0.04419	0	0	0.02005	0.01818	0.01909	0.16141	0.00054	0.06225	0.07396	0.00332	0.21455	0.0989	0.04486	0	0.16098	0	0.03512	0	0	0	0	0	0	0.07016	0	0	0.01408	0	0	0.00024	0	0.02053	0.08236	0.00337	0	0.00954	0	0.07126	0.05998	0	0	0.1349	0.06433	0	0	0.08045	0	0.03946	0.08717	0	0.06055	0	0	0	0.02432	0	0	0	0	0	0	0	0.03434	0.00125	0	0.04945	0	0	0.00021	0
k__Bacteria|p__Bacteroidetes|c__Flavobacteriia|o__Flavobacteriales|f__Flavobacteriaceae|g__Cellulophaga	0.00381	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00285	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00309	0	0	0	0	0.00545	0	0	0	0	0	0	0	0.00269	0	0	0	0	0	0	0	0	0	0	0	0.00677	0	0	0	0	0	0	0	0.00818	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiales_Family_XIII_Incertae_Sedis|g__Clostridiales_Family_XIII_Incertae_Sedis_unclassified	0.00342	0	0.01305	0.0232	0.00909	0	0.00473	0.00274	0	0	0	0	0	0.00014	0.00222	0.00283	0	0	0	0	0	0.00128	0	0.00253	0.00548	0	0.05488	0	0.0328	0	0.01046	0	0.00088	0	0.00427	0	0	0.0683	0.00351	0.00652	0	0.0101	0	0.00298	0	0	0.00168	0	0.00887	0.00081	0.00134	0	0	0	0	0	0	0.00073	0	0	0	0.00115	0	0	0	0	0	0	0.00113	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00337	0	0	0.01822	0.00257	0.00195	0.01247	0.01397	0	0.0012	0	0	0.0134	0	0.01482	0.0123	0.00451	0.00294	0.00384	0	0.00207	0.00476	0	0	0	0	0.0131	0.00483	0	0	0.00102	0	0.00291	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiales_noname|g__Clostridiales_noname	0.00316	0.02383	0	0.08858	0.00075	0.0579	0.00786	0.02817	0.00359	0.00097	0	0	0.00592	0.00128	0.1293	0.15311	0.07743	0.00213	0.0143	0	0	0	0.0038	0	0	0.09724	0.01444	0.03171	0.00454	0.00068	0	0.06949	0	0.00291	0.13262	0.00496	0.00705	0.00867	0.00671	0.0062	0	0.01096	0.02912	0.01213	0	0.00188	0.00021	0	0	0	0.00073	0	0.08678	0.02899	0	0	0	0	0	0.02014	0.01502	0	0	0	0	0.01386	0.14723	0	0	0.00627	0.00831	0	0.00863	0.0552	0.01613	0.0216	0.01158	0	0.03066	0.18578	0	0.00715	0.0203	0	0	0	0.00023	0.00019	0.03296	0.01527	0	0	0.00373	0	0	0.06167	0.00166	0.02376	0.01081	0.02595	0.02729	0.01032	0.05206	0.04927	0	0	0.05035	0.0372	0.08806	0.01159	0	0	0.00198	0.00903	0	0.03623	0.01612	0.14543	0.01109	0.03838	0.0014	0.04452	0	0.00053	0	0.65546	0	0.12691
k__Bacteria|p__Acidobacteria|c__Acidobacteriia|o__Acidobacteriales|f__Acidobacteriaceae|g__Acidobacteriaceae_unclassified	0.0029	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00434	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00694	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01238	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Deinococcus_Thermus|c__Deinococci|o__Deinococcales|f__Deinococcaceae|g__Deinococcus	0.00252	0	0	0.00249	0	0	0	0	0	0	0	0.00296	0	0.00231	0	0	0	0	0	0	0.003	0	0	0	0	0	0.00236	0.00474	0	0	0	0	0	0	0	0.00249	0.00639	0	0	0	0	0	0	0	0	0.00363	0	0.00513	0	0	0	0	0	0	0	0.00411	0	0	0	0	0.0134	0	0	0	0	0	0.01306	0.00925	0.00591	0.00429	0	0	0	0	0	0	0	0	0	0	0	0.0116	0.01617	0	0	0.00253	0	0	0	0	0	0	0	0.00225	0	0	0	0	0	0	0	0	0.00345	0.00712	0	0	0	0	0	0.00394	0	0	0	0	0	0	0.00454	0	0.00328	0	0	0	0	0.00496	0.00296	0.00671	0.00317	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiales_noname|g__Pseudoflavonifractor	0.00207	0.00218	0	0	0.01017	0	0	0	0	0	0	0.00176	0.00336	5e-04	0	0.00065	0	0.00095	0	0	0	0	0	0	0	0	0.01022	0.02466	0	0.00085	0	0.00075	0	0	0	0.00054	0.06181	0.00394	0.01417	0	0	0	0	0.00157	0	0.00269	0.00167	0	0	0	0	0	0	0.00302	0.01167	0	0	0	0	0	0.00049	0	0.00233	0.00308	0	0.02352	0	0	0	0.00744	0.00419	0	0.00692	0	0	0	0	0	0	0	0	0.01428	0.002	0.00375	0	0	0.00065	0.03074	0	0	0.07054	0.00259	0	0	0	0.10899	0.00024	0	0	0.00365	0.00527	0	0	0.0244	0	0	0.00936	0	0.00191	0.01119	0	0	0	0.00721	0	0.00198	0.05129	0	0	0	0	0	0	0	0.00475	0.00242	0.00116	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Peptostreptococcaceae|g__Peptostreptococcaceae_noname	0.00189	0.30241	0.10842	0.00641	0.07056	0	0.26376	0.17357	0.02133	0	0.00817	0	0.00531	0.10367	0.08199	0.19503	0.0048	0	0	0.14274	0.02377	0.00384	0.03117	0.00374	0.08537	0.24959	0.05508	0.04383	0.24221	0.02019	4.09586	0	0.11942	0.03466	0.05574	0.05251	0.10239	0.00808	0.47111	2.77574	0	0.21837	0.00998	0.03208	2.57564	0.33735	0.01023	0.09474	0.09272	0.3017	0.06476	0.01209	0.10633	0.03174	0.01201	0.6511	0	0	0.01438	0.04431	0.51655	0.07188	0	0.17549	0.17275	0.49496	0.57009	0.09765	0.17019	0.0995	0	0.08562	1.39955	0.03034	0.11592	0	0.21355	0.02398	0.06143	0.00745	0.07507	0.05105	0	0	0.02989	0.02676	0	0.1888	0.0233	0	0.50563	0.02227	0.02354	0.38678	0	0.47671	0.01677	0.00222	0.04036	0.97661	0.08142	0.14362	0	0.18037	0	0.08677	0.03192	0.03358	0.04112	0.022	0.0688	0	0	0	0.00029	0.08304	0	0.18618	0	0.12305	0.14411	0.03805	0.32457	0	0.07036	0.01043	0	0
