,Streptococcus_anginosus,Klebsiella_michiganensis,Enterococcus_faecalis,Lactobacillus_salivarius,Dielma_fastidiosa,Streptococcus_constellatus,Streptococcus_parasanguinis,Peptostreptococcus_anaerobius,Bifidobacterium_longum,Bifidobacterium_breve,Lactobacillus_ruminis,Lactococcus_lactis,Streptococcus_vestibularis,Streptococcus_salivarius,Streptococcus_thermophilus,Lactobacillus_casei,Megasphaera_elsdenii,Bacteroides_stercoris,Prevotella_nigrescens,Streptococcus_sanguinis,Ruminococcus_gnavus,Ruminococcus_lactaris,Bacteroides_fragilis,Streptococcus_mutans,Bacteroides_nordii,Streptococcus_oralis,Haemophilus_parainfluenzae,Enterococcus_faecium,Acidaminococcus_intestini,Anaerococcus_obesiensis,Bacteroides_barnesiae,Bacteroides_massiliensis,Bacteroides_salyersiae,Blautia_wexlerae,Clostridium_saccharogumia,Megamonas_funiformis,Prevotella_intermedia,Prevotella_oris,Solobacterium_moorei,Veillonella_atypica,Lactobacillus_mucosae,Enterococcus_durans,Bifidobacterium_dentium,Bifidobacterium_pseudocatenulatum,Bifidobacterium_catenulatum,Eggerthella_lenta,Clostridium_innocuum,Bacteroides_cellulosilyticus,Lactobacillus_gasseri,Atopobium_parvulum,Fusobacterium_nucleatum,Sutterella_wadsworthensis,Alistipes_onderdonkii,Bifidobacterium_bifidum,Streptococcus_equinus,Hungatella_hathewayi,Clostridium_scindens,Anaerotruncus_colihominis,Clostridium_boltae,Lachnospiraceae_bacterium,Bacteroides_thetaiotaomicron,Bacteroides_dorei,Bacteroides_rodentium,Parabacteroides_goldsteinii,Phascolarctobacterium_succinatutens,Dorea_formicigenerans,Clostridium_butyricum,Clostridium_clostridioforme,Veillonella_parvula,Lactobacillus_fermentum,Bacteroides_xylanisolvens,Lactobacillus_reuteri,Clostridium_perfringens,Mogibacterium_timidum,Parvimonas_micra,Bilophila_wadsworthia,Bifidobacterium_adolescentis,Bifidobacterium_ruminantium,Hafnia_alvei,Bifidobacterium_angulatum,Akkermansia_muciniphila,Anaerostipes_hadrus,Ruminococcus_torques,Flavonifractor_plautii,Parabacteroides_merdae,Faecalibacterium_prausnitzii,Clostridium_saccharolyticum,Anaerostipes_caccae,Bacteroides_caccae,Collinsella_aerofaciens,Methanobrevibacter_smithii,Eubacterium_siraeum,Fusobacterium_ulcerans,Fusobacterium_gonidiaformans,Parasutterella_excrementihominis,Bacteroides_finegoldii,Bacteroides_eggerthii,Eubacterium_rectale,Roseburia_intestinalis,Blautia_hansenii,Faecalitalea_cylindroides,Clostridium_symbiosum,Alistipes_finegoldii,Turicibacter_sanguinis,Porphyromonas_asaccharolytica,Streptococcus_australis,Prevotella_stercorea,Alistipes_timonensis,Alistipes_senegalensis,Senegalimassilia_anaerobia,Bacteroides_faecis,Enorma_massiliensis,Alistipes_obesi,Blautia_producta,Parabacteroides_gordonii,Porphyromonas_somerae,Porphyromonas_uenonis,Faecalicoccus_pleomorphus,Ruminococcus_bicirculans,Butyricicoccus_pullicaecorum,cand._Alistipes,Holdemania_massiliensis,Megasphaera_massiliensis,Clostridiales_bacterium,Bacteroides_stercorirosoris,Eubacterium_ramulus,Clostridium_paraputrificum,Dorea_longicatena,Intestinimonas_butyriciproducens,Adlercreutzia_equolifaciens,Mitsuokella_jalaludinii,Alistipes_inops,bacterium_OL-1,bacterium_LF-3,Ruminococcus_champanellensis,butyrate-producing_bacterium,Pyramidobacter_piscolens,Blautia_obeum,Eubacterium_ventriosum,Desulfovibrio_piger,Eubacterium_hallii,Ruminococcus_callidus,Coprococcus_eutactus,Clostridium_leptum,Clostridium_spiroforme,Alistipes_putredinis,Intestinibacter_bartlettii,Fusobacterium_mortiferum,Fusobacterium_varium,Bacteroides_coprocola,Coprococcus_comes,Bacteroides_intestinalis,Blautia_hydrogenotrophica,Bacteroides_pectinophilus,Bacteroides_plebeius,Tyzzerella_nexilis,Mitsuokella_multacida,Butyrivibrio_crossotus,Eubacterium_eligens,Clostridium_asparagiforme,Holdemanella_biformis,Collinsella_intestinalis,Prevotella_copri,Holdemania_filiformis,Veillonella_dispar,Bacteroides_coprophilus,Ruminococcaceae_bacterium,Gemella_morbillorum,Roseburia_hominis,Acidaminococcus_fermentans,Dialister_invisus,Peptostreptococcus_stomatis,Roseburia_inulinivorans,Alloprevotella_tannerae,Granulicatella_adiacens,Ruminococcus_bromii,Megasphaera_micronuciformis,Odoribacter_splanchnicus,Alistipes_shahii,Coprococcus_catus,Alistipes_indistinctus,Barnesiella_intestinihominis,Clostridium_citroniae,Collinsella_tanakaei,Dialister_succinatiphilus,Slackia_piriformis,Paraprevotella_clara,Paraprevotella_xylaniphila,Succinatimonas_hippei,Bacteroides_clarus,Bacteroides_fluxus,Parabacteroides_johnsonii,Libanicoccus_massiliensis,Mailhella_massiliensis,Verrucomicrobia_bacterium,Merdibacter_massiliensis,Firmicutes_bacterium,Lentisphaerae_bacterium,Burkholderiales_bacterium,Succinivibrio_dextrinosolvens,Niameybacter_massiliensis
CCIS90164298ST-4-0,4.31e-05,0.0,0.006472492,0.0,0.0,4.31e-05,0.0001726,0.0,0.0020280470000000003,0.0,0.001078749,4.31e-05,4.31e-05,0.0003452,4.31e-05,0.00012945,0.0068608409999999995,8.63e-05,0.0,4.31e-05,0.0,8.63e-05,0.0,0.0,0.0,0.0,0.000431499,0.001165049,0.0,0.0,0.0,0.0,0.0,0.005738943000000001,0.0,0.0,0.0,0.0,0.0,0.00012945,0.0,0.001294498,0.00012945,0.000517799,0.000690399,4.31e-05,8.63e-05,0.0,0.0,0.0,0.0,0.0,8.63e-05,0.003279396,0.0,0.0,0.0,0.0,0.0,0.0,8.63e-05,0.001208198,0.0016828479999999998,4.31e-05,0.0,0.001423948,0.0,0.0,0.0001726,0.0,0.00012945,0.0,8.63e-05,4.31e-05,0.0,8.63e-05,0.026537217000000002,0.0033656959999999996,0.000604099,0.0,0.002545847,0.002718447,0.0003452,0.0,0.0003452,0.021445522999999998,0.0,0.0,0.001639698,0.002330097,0.005350593000000001,0.00012945,0.0,0.0,0.0,0.0,0.0,0.003667745,4.31e-05,0.0,0.00012945,0.0,4.31e-05,0.00012945,0.0,8.63e-05,0.0,0.0,0.00012945,0.000431499,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.011477886000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.00030205,8.63e-05,0.001423948,0.0,8.63e-05,0.018813376,0.0,0.004271845,0.000517799,0.0,0.0007335489999999999,0.0,0.000517799,0.005307443,8.63e-05,0.003667745,0.0031067959999999998,0.0,8.63e-05,0.0,0.004142395,0.001251348,0.0,0.0,0.0,0.00781014,4.31e-05,0.0,0.0,0.0,4.31e-05,0.0,0.004358145,0.028133765,0.0,0.0029341959999999996,0.0,0.020755124,0.0,0.0,0.000517799,4.31e-05,0.0,8.63e-05,4.31e-05,0.0,0.00012945,0.00038835,0.0,0.0,0.012772384,0.0,0.000690399,0.00012945,0.000431499,0.0,0.0007335489999999999,0.0,0.0,0.005997843,0.0,0.002200647,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004142395,8.63e-05,0.00012945,0.0003452,0.0,0.0,0.0
CCIS91228662ST-4-0,3.75e-05,0.0,0.0,0.001425196,0.00116266,0.0,0.002062784,0.0,0.0,0.0,0.0,0.0,0.000150021,0.008063609000000001,0.000262536,0.0,0.0,0.011814123999999999,0.0,3.75e-05,0.0,0.00018752599999999998,0.0,3.75e-05,0.0,7.5e-05,0.000750103,0.0,0.0,0.0,0.0,0.031841878,0.005400743,0.00108765,0.0,0.029741589,0.0,0.0,0.0,0.000450062,0.000337546,0.0,0.0,0.0,0.0,3.75e-05,0.0,0.000525072,0.0019127629999999998,0.0,0.0,0.000525072,0.006863444000000001,0.0,0.0,0.00037505199999999996,3.75e-05,0.000112515,0.00018752599999999998,3.75e-05,0.006788433000000001,0.07219742700000001,0.039867982,0.0,3.75e-05,0.000750103,0.0,0.0,7.5e-05,7.5e-05,0.002925402,0.0,0.0,0.0,0.00030004099999999997,0.000675093,0.0,0.0,0.0,0.0,0.000225031,0.0033754640000000003,0.010801485,0.000712598,0.008513671,0.009788846,0.0,0.0,0.024603383,0.0009751339999999999,3.75e-05,0.0,0.0,0.001200165,7.5e-05,0.009901361,0.000150021,0.000112515,0.000337546,0.0,3.75e-05,0.000225031,0.00131268,0.0,0.00116266,0.0,0.0,0.0,0.00018752599999999998,0.0,0.0,0.0,0.0016877320000000002,0.0,0.0,0.0006000830000000001,0.0,0.0,3.75e-05,0.0,0.00048756699999999995,0.0,0.0,0.0,0.0,0.002100289,0.0,0.00037505199999999996,0.000112515,0.000112515,0.0,7.5e-05,0.0,0.000525072,0.0,0.0037130109999999996,0.0,0.0032254429999999997,0.0010126389999999999,0.01440198,7.5e-05,0.0,0.0,7.5e-05,0.0,0.042118290999999995,0.0,0.0010126389999999999,0.0,0.012039155,0.00108765,0.0,0.000112515,0.0,0.007238495,0.0,0.0,0.0,0.01541462,0.000112515,0.004388103,0.0,0.036530022999999995,0.00030004099999999997,0.00037505199999999996,0.0,3.75e-05,0.00048756699999999995,0.002887897,3.75e-05,0.0,7.5e-05,0.001987773,0.0,7.5e-05,0.001800248,0.0,0.012226681000000001,0.007838578,0.000525072,7.5e-05,0.00030004099999999997,0.000150021,0.000112515,0.0,0.0,0.0,0.0,7.5e-05,0.001050144,0.0,0.001050144,0.0,0.000562577,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CCIS93040568ST-20-0,0.00031407,0.0,0.0,0.0009422110000000001,0.00031407,0.0,0.000628141,0.0,0.021984925,0.0,0.0,0.0,0.000628141,0.0012562810000000002,0.070037688,0.0,0.0,0.0,0.0,0.0,0.026067839,0.002826633,0.0,0.0009422110000000001,0.0,0.0,0.0,0.0,0.0021984920000000002,0.0,0.0,0.0,0.0,0.046482412,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0015703520000000001,0.002826633,0.0,0.0,0.0,0.0,0.0009422110000000001,0.002826633,0.0,0.0034547740000000003,0.0,0.0012562810000000002,0.00031407,0.000628141,0.0018844220000000002,0.021670854,0.0050251259999999996,0.027952261000000003,0.000628141,0.0015703520000000001,0.0,0.0,0.00031407,0.0,0.0,0.04459799,0.0,0.0,0.0,0.0,0.000628141,0.0,0.0,0.0,0.0,0.0,0.0,0.021670854,0.00031407,0.0034547740000000003,0.0,0.0,0.0018844220000000002,0.015389446999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00031407,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000628141,0.0,0.000628141,0.0,0.0,0.0,0.0,0.0,0.0,0.00031407,0.0,0.0,0.002826633,0.0,0.0,0.000628141,0.00031407,0.0,0.0,0.0,0.0,0.0,0.035175879,0.0,0.0,0.0,0.0,0.007537688000000001,0.0,0.0,0.0,0.0009422110000000001,0.0,0.0,0.030778893999999998,0.00031407,0.0,0.0,0.0009422110000000001,0.0,0.0015703520000000001,0.0,0.0,0.0,0.0,0.0,0.00031407,0.093907035,0.0,0.0,0.00031407,0.0,0.0,0.0,0.00031407,0.0,0.0,0.0,0.016331658,0.0,0.0,0.047110553,0.0,0.0037688440000000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CCIS94417875ST-3-0,0.0,0.0,0.000459728,0.0,0.0,0.0,0.0,0.0,0.000459728,0.0,0.0,9.19e-05,0.0,0.000183891,0.000183891,0.0,0.0,0.000551673,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000183891,9.19e-05,0.0,0.0,0.0,0.000367782,0.0,0.002574476,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000183891,0.00082751,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000275837,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000183891,0.009562339,0.010757631,0.0,0.0,0.001011401,0.0,0.0,0.0,0.0,0.000275837,0.0,0.0,9.19e-05,9.19e-05,9.19e-05,0.000183891,0.0,0.000551673,0.0,0.003493932,0.005057006,0.000183891,0.000183891,9.19e-05,0.000919456,0.0,0.0,0.000551673,0.000551673,0.034939316,0.005700625,0.0,0.0,0.000183891,0.0,0.000643619,0.00082751,0.0,0.0,0.000183891,0.0,9.19e-05,0.0,0.0,0.0,0.0,0.0,9.19e-05,9.19e-05,0.001195292,0.0,0.000183891,0.0,0.0,0.0,0.0,0.0,0.002390585,0.0,9.19e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.000183891,9.19e-05,0.0,0.0,0.0,0.0,0.000459728,0.0027583670000000003,0.0,0.0,0.001011401,0.0020228029999999997,0.0,0.001930857,0.000735565,0.0,9.19e-05,0.000183891,0.000919456,0.000183891,0.0,0.0,0.0,0.003861714,0.0,0.0,0.000183891,0.002298639,0.0,0.0,9.19e-05,0.004045605,0.0,0.0030342040000000004,0.0,0.0,0.0,0.0,0.002298639,0.000183891,0.0,0.0,0.000919456,0.0,0.0,0.0028503129999999997,0.0,0.0,0.01287238,0.0,0.0018389110000000001,0.000275837,0.000551673,0.0,0.0,0.0,0.0,0.000275837,0.0,0.0,0.0,0.0,9.19e-05,0.0,0.0,0.0,9.19e-05,0.001287238,0.0,0.0,0.000183891,0.0,0.0,0.0
CCIS94603952ST-4-0,0.0,0.0,4.13e-05,0.0,0.0,0.0,8.26e-05,0.0,0.017143093,0.0,0.007187707,4.13e-05,0.000330469,0.0010327160000000001,0.005080965,0.0,0.0,0.0,0.0,4.13e-05,8.26e-05,0.0,0.0,0.0,0.000206543,4.13e-05,0.0007022469999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.007063781,0.0,0.0,0.0,0.0,0.0,8.26e-05,0.000206543,0.0,0.0,0.0,0.006692003,0.00028916099999999996,0.000123926,0.0,0.0,0.0,0.0,0.0,0.000371778,0.0,0.0,0.0,0.000123926,4.13e-05,4.13e-05,0.0,0.0006609389999999999,0.051222736,0.067002644,0.0,0.0,0.0,0.0,0.0,0.00028916099999999996,0.0,0.007807336,0.0,0.0,0.0,0.0,0.0008674819999999999,0.01354924,0.002395902,0.0,0.0,0.0,0.008509584,0.003883014,0.000330469,0.002850297,0.033873099999999996,0.0,0.0,0.008550892,0.0,0.0,4.13e-05,0.0,0.0,0.000454395,0.0,0.0,0.047050562000000004,0.001941507,0.0,0.0,0.0,0.000826173,0.0,0.0,4.13e-05,0.0,0.000123926,0.0,0.0,0.0,0.000991408,0.003056841,0.0,0.0,0.0,0.0,4.13e-05,0.005204891,0.0,0.000206543,0.0,0.0,0.0,0.0,0.0014458029999999998,0.0,4.13e-05,8.26e-05,0.001197951,8.26e-05,0.0008674819999999999,0.0,0.001569729,0.0,0.000330469,0.0,0.001115334,0.0032633840000000002,0.0,0.010905486,0.0,0.029907469,0.000165235,0.0,0.010740251000000001,0.00123926,0.0,0.0,0.0,0.008881362,0.0,0.0,0.0,0.0,0.000123926,0.0,0.0,0.011772968,4.13e-05,0.0,0.0,4.13e-05,8.26e-05,0.000247852,0.0,0.000123926,0.0,0.000784865,0.0,0.01416887,0.0,0.004874422,0.0,8.26e-05,0.074396894,0.0,0.002189359,0.005452743,0.000991408,0.000123926,0.007642102,4.13e-05,4.13e-05,0.0,0.001569729,0.0,0.0,0.0,0.005163582,0.0,0.003346001,0.0,0.0,0.00061963,8.26e-05,0.000123926,0.0,0.0,8.26e-05,0.0
CCIS95097901ST-4-0,0.000129241,0.0,0.004717285999999999,0.0,0.0,0.0,0.0010985460000000002,0.0,0.0062681740000000005,0.0,0.0,0.00025848099999999997,0.0,0.0029725359999999996,0.015444265,0.0,0.0,6.459999999999998e-05,0.0,6.459999999999998e-05,0.0,6.459999999999998e-05,0.0,0.0,0.0,6.459999999999998e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.001292407,0.023069467000000003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.459999999999998e-05,0.032504039,0.005105008,0.000581583,0.0,6.459999999999998e-05,0.0,6.459999999999998e-05,0.0,0.0,6.459999999999998e-05,0.0,0.0,0.000129241,0.000129241,0.00019386099999999998,0.0010339260000000001,0.0,0.0014862679999999998,0.039676897999999995,0.012407108,0.0,0.0,0.002843296,0.0,0.00019386099999999998,0.0,0.0,0.001357027,0.0,0.0,0.0,0.0,0.001938611,0.00025848099999999997,0.0,0.0,0.0,6.459999999999998e-05,0.02914378,6.459999999999998e-05,0.00019386099999999998,0.00187399,0.002326333,0.00038772199999999996,0.0,6.459999999999998e-05,0.029596123,0.000129241,6.459999999999998e-05,0.0,0.0,0.002649435,0.0,0.0,0.0007754439999999999,0.023521808999999998,0.0,0.0,0.001163166,0.002261712,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.459999999999998e-05,0.0,0.0,0.0,0.0,0.0,0.000129241,0.0,0.00019386099999999998,0.0,0.0,0.0,0.0,6.459999999999998e-05,0.0,0.0,6.459999999999998e-05,6.459999999999998e-05,0.0,0.0,0.0,0.0057512119999999995,0.0,0.001550889,0.0,0.005815832,0.00019386099999999998,0.0,0.002261712,0.0,0.0,0.000129241,0.0,0.00025848099999999997,0.00038772199999999996,0.0,0.0,0.0,0.020484653000000002,0.0,0.000129241,0.0,0.073990307,0.0,0.0,0.0,0.0,0.00019386099999999998,0.0069143780000000005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002714055,0.0,0.040129241,0.0,0.004135703,0.0,0.00019386099999999998,0.096607431,0.0,0.0007754439999999999,0.0,0.0,0.0,0.000129241,0.000129241,0.0,0.0,0.0,0.0056865909999999995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CCIS95409808ST-4-0,7.45e-05,0.0,3.72e-05,0.0,0.0,3.72e-05,0.000372453,7.45e-05,0.005177102,0.0,0.0,7.45e-05,0.000111736,0.001489813,0.001080115,0.0,0.0,0.000372453,0.0,7.45e-05,0.0,0.005437819,0.0,3.72e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.72e-05,0.008082238,0.0,0.0,0.0,0.0,0.0,3.72e-05,0.0,0.0,3.72e-05,0.0,0.00949756,3.72e-05,3.72e-05,0.0,3.72e-05,7.45e-05,0.0,7.45e-05,0.000409699,0.0,0.0,0.0,0.0,0.0,0.0,3.72e-05,0.0,0.004096987,0.005884763,0.0,0.0010428689999999999,0.0027189090000000003,0.0,0.0,0.0,0.0,0.000446944,0.0,0.0,7.45e-05,3.72e-05,7.45e-05,0.0039852509999999996,0.002197475,0.0,0.0,0.0,0.003426571,0.00335208,7.45e-05,0.0,3.72e-05,3.72e-05,0.0,0.0014525679999999998,0.009348579000000001,0.032366196,0.020931878,0.0,0.0,0.0,0.0,0.000633171,0.01668591,0.00014898100000000002,0.0,0.00495363,0.0,0.0,3.72e-05,0.0,3.72e-05,0.0,0.0,0.000223472,0.0,0.0,7.45e-05,0.000111736,0.0,0.0,0.0,0.0,7.45e-05,0.000111736,0.0,0.0,0.0,0.0,0.0,0.0,0.0023837010000000002,0.0,0.0062199709999999995,0.0,0.001080115,0.0,0.0,0.0,0.003575552,0.000595925,3.72e-05,0.0,0.005624046,0.0,0.00055868,0.011322582,0.001713285,0.000111736,0.0016015489999999999,7.45e-05,0.0006704160000000001,0.00055868,0.0,0.0,0.0,0.006666915,0.0,0.0,0.0,0.0,0.0,0.0,0.061045104,0.010093486,3.72e-05,0.0,0.0,3.72e-05,7.45e-05,0.0,0.0,3.72e-05,0.0,7.45e-05,0.0,3.72e-05,3.72e-05,0.0009683789999999999,0.0,3.72e-05,0.074192707,0.0,0.000744907,0.000409699,0.000707661,7.45e-05,0.000856643,0.0,0.000409699,0.0,0.000595925,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0035010609999999998,0.00018622700000000002,0.0,0.0,0.0,0.0
CCIS98482370ST-3-0,0.0,0.0,0.0,0.0,0.0,0.0,0.000156568,0.0,0.000156568,0.0,0.0,0.0,0.0,0.000156568,0.000313136,0.0,0.0,0.033035853999999996,0.0,0.0,0.0,0.006419289,0.0,0.0,0.000156568,0.0,0.000313136,0.0,0.0,0.0,0.0,0.0,0.0,0.002035384,0.0,0.0,0.0,0.0,0.0,0.000156568,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000156568,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00234852,0.078284014,0.012838578,0.000156568,0.009237514,0.002035384,0.0,0.0,0.000156568,0.0,0.005949585,0.0,0.0,0.0,0.0,0.000156568,0.000156568,0.0,0.0,0.000156568,0.0,0.007202129,0.000156568,0.000156568,0.0,0.003601065,0.0,0.0,0.000156568,0.000156568,0.0,0.0,0.0,0.0,0.0,0.00156568,0.0,0.023328636,0.007358696999999999,0.0,0.0,0.0,0.000156568,0.000156568,0.0,0.0,0.056990762,0.0,0.000156568,0.0,0.0,0.0,0.000313136,0.0,0.0,0.0,0.0,0.0,0.008454674,0.0,0.0,0.0,0.0,0.0,0.0,0.000313136,0.0,0.0009394080000000001,0.0,0.0,0.0,0.0,0.0,0.002974793,0.0,0.00156568,0.0,0.004070769,0.003914201,0.00046970400000000004,0.00156568,0.002035384,0.0,0.000156568,0.0,0.0018788160000000002,0.00078284,0.0,0.0,0.0,0.004697041,0.00156568,0.0,0.0,0.000156568,0.0,0.0,0.0,0.012525442,0.0,0.0,0.0,0.0,0.000313136,0.0,0.0,0.0,0.0,0.000313136,0.0,0.0,0.0,0.018944731,0.0,0.0,0.004383905,0.0,0.00046970400000000004,0.00046970400000000004,0.000626272,0.000156568,0.0014091120000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000156568,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CCIS98512455ST-4-0,8.240000000000001e-05,0.0,0.0051070840000000004,0.0,0.000494234,0.0,0.000247117,0.0,0.0,0.0,0.0,0.007825371,0.000247117,0.003789127,0.008813839,8.240000000000001e-05,0.0,0.020757825,0.0,0.0,0.012438221000000001,0.00032948900000000003,0.0,0.0,0.018121911,0.000164745,8.240000000000001e-05,0.0,0.0,0.0,0.0,0.011285008000000001,0.0,0.008566721999999999,0.0,8.240000000000001e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000164745,0.000247117,0.011861614,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000247117,0.000247117,0.018533773,0.011779241999999999,0.025864909,0.0,0.010378913,0.0,0.0,0.0,0.00032948900000000003,0.0,0.003871499,0.0,0.0,0.0,0.0,0.0020593079999999997,0.0,0.0,0.0,0.0,0.0,0.003377265,0.0,0.000247117,0.01062603,0.0017298189999999998,0.0,0.0,0.0,0.0015650739999999998,8.240000000000001e-05,0.0,0.0,0.0,0.000576606,0.0,0.002800659,8.240000000000001e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000247117,0.001317957,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.240000000000001e-05,0.0,8.240000000000001e-05,0.000247117,0.0,0.0,0.0,0.019275123999999998,0.0,0.001153213,0.000164745,0.000164745,0.0,0.0,0.0,0.009884679,0.0,0.0020593079999999997,0.0,0.001153213,0.0,0.002800659,0.000164745,0.0,0.0,8.240000000000001e-05,0.0,0.015733114,0.0,0.0,0.0,0.0,0.020263591,0.0,0.000164745,0.0,0.0,0.0,0.0,0.0,8.240000000000001e-05,8.240000000000001e-05,0.0,0.00568369,0.02092257,0.001153213,0.0,0.0,8.240000000000001e-05,8.240000000000001e-05,0.0,0.0,0.0,0.000247117,0.000164745,0.0,0.0016474460000000001,0.000247117,0.0,0.0023887970000000002,0.0022240529999999997,0.001976936,0.00032948900000000003,0.003789127,0.0,0.005848435,0.0,0.0,0.000576606,0.0,0.0,8.240000000000001e-05,0.0,0.0,0.0,0.0,0.0,0.0,8.240000000000001e-05,0.0,0.0,0.0,0.0
CCIS98832363ST-4-0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009409281,0.0,0.0,0.0,0.0,4.59e-05,4.59e-05,4.59e-05,0.0,0.0,0.0,0.0,0.0,0.006517648000000001,0.0,0.0,0.001652361,4.59e-05,0.0,4.59e-05,0.0,0.0,0.0,0.0,0.0,0.0059668609999999995,4.59e-05,0.0,0.0,0.0,0.0,0.0,0.00018359599999999998,0.0,4.59e-05,0.0,0.0,4.59e-05,4.59e-05,0.0,0.0,0.00027539400000000004,0.0,0.001790058,0.0028457340000000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004314499,0.017533391000000002,0.025978795,0.0,0.0,0.00128517,0.0,4.59e-05,4.59e-05,0.0,0.00087208,0.00013769700000000002,0.0,0.0,0.0,9.18e-05,0.0,0.0,0.0,0.0,0.028411437999999997,0.008078212,0.0,4.59e-05,0.000780282,0.021847891,0.0,0.0,0.0,0.015054848999999999,4.59e-05,0.001147473,0.0,0.0,0.000229495,0.0,0.0,9.18e-05,0.000229495,0.0,0.0,0.0,9.18e-05,9.18e-05,0.0,0.0,0.0,0.00013769700000000002,0.0,0.0012392710000000001,0.0,0.0,0.000688484,0.0,0.0,0.0,0.0,0.0,0.00027539400000000004,0.0,4.59e-05,0.0,0.0,0.0,0.0038096109999999996,9.18e-05,0.0,0.002019553,9.18e-05,0.000229495,0.0,0.002111351,0.0,0.00298343,0.0,0.000550787,0.0,0.005048882,0.0,0.0,0.008078212,0.0,0.0,0.00013769700000000002,0.0,0.005370175,0.00018359599999999998,0.0,0.0,0.0,0.004452195999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.023959242000000002,9.18e-05,0.0,0.0,0.06829760900000001,4.59e-05,0.0,0.0,4.59e-05,0.0,9.18e-05,0.0,4.59e-05,0.0,0.001376968,0.0,9.18e-05,0.018956258,0.0,0.001560564,0.004865287,0.001514665,0.0,0.0038096109999999996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002019553,0.0,9.18e-05,0.0,0.0,0.0,0.0
